Word;POS;Polarity;#+;#-;#0;#iteration
dispersar-se;vrb;0;0;0;1;4;
disparar;vrb;0;1;0;3;3;
brejo;nom;-;0;2;0;4;
entranha;nom;+;2;0;0;3;
ofertar;vrb;0;1;0;3;3;
chefia;nom;+;3;0;0;4;
folhear;vrb,adj;+;3;0;0;4;
compulsar;vrb;+;1;0;0;3;
desenternecer;vrb;+;1;0;0;5;
concernir;vrb;0;0;0;1;5;
pardieiro;nom;+;1;0;0;5;
consciencioso;adj;+;4;0;0;4;
cingel;nom;+;1;0;0;5;
vimeiro;nom;+;1;0;0;8;
vime;nom;+;1;0;0;7;
cavaquinho;nom;+;1;0;0;6;
desregular;vrb;-;0;1;0;5;
impingidela;nom;-;0;1;0;1;
reflectidor;nom;+;1;0;0;9;
subtilizar;vrb;+;3;0;0;3;
captar;vrb;+;2;0;0;2;
mangador;nom;-;0;1;0;4;
paralisado;adj;+;1;0;0;4;
larvado;adj;-;0;1;0;4;
canzoada;nom;-;0;1;0;5;
incontroverso;adj;+;3;0;0;4;
indubitado;adj;+;1;0;0;5;
lambedor;adj;+;1;0;0;3;
fragoroso;adj;+;1;0;0;5;
alucinação;nom;-;0;1;0;2;
desvairo;nom;-;0;1;0;3;
movimentação;nom;A;1;1;1;3;
brinde;nom;+;1;0;0;3;
namorado;nom,adj;+;3;0;0;3;
burrificar;vrb;+;1;0;0;6;
finlandês;adj,nom;+;1;0;0;4;
encomiástico;adj;+;2;0;0;4;
afito;nom;+;1;0;0;4;
sangrento;adj;-;0;2;0;3;
pilim;nom;+;1;0;0;4;
brado;nom;-;0;3;0;3;
bramido;nom;-;0;1;0;2;
definição;nom;+;1;0;0;4;
precisão;nom;-;0;5;0;2;
anafado;adj,nom;+;4;0;0;4;
marta;nom;-;0;1;0;4;
murmuração;nom;-;1;2;0;3;
rosnadela;nom;-;0;1;0;4;
mentalidade;nom;+;3;0;0;2;
infâmia;nom;-;0;3;0;3;
hidróscopo;nom;-;0;1;0;7;
desinchar;vrb;-;0;1;0;4;
ascendentes;nom;+;1;0;0;8;
reverberar;vrb;+;2;0;0;4;
pavimento;nom;+;3;0;0;4;
gáudio;nom;+;3;0;0;2;
plica;nom;+;4;0;0;4;
frustrâneo;adj;-;0;1;0;3;
dementação;nom;+;1;0;0;6;
deificar;vrb;+;2;0;0;2;
catatau;nom;+;2;0;0;4;
vidrar;vrb;-;0;1;0;4;
choina;nom;+;1;0;0;3;
proterótipo;nom;0;0;0;1;3;
entumecência;nom;+;1;0;0;5;
refesto;nom;+;1;0;0;5;
embalado;adj;-;0;1;0;3;
sorvete;nom;A;1;1;0;4;
violador;nom;-;0;1;0;6;
decotar-se;vrb;+;1;0;0;5;
despeitorar;vrb;+;1;0;0;4;
atrofia;nom;+;3;0;0;3;
aplasia;nom;+;1;0;0;4;
prognosticado;adj;+;1;0;0;5;
mortiço;adj;-;0;3;0;2;
brasido;nom;-;0;2;0;4;
chamusco;nom;-;0;1;0;5;
correspectivo;nom;+;1;0;0;5;
engelhado;adj;-;0;1;0;4;
acrisolar;vrb;+;3;0;1;2;
repurificar;vrb;+;1;0;0;3;
exautoração;nom;-;0;1;0;5;
pavonear-se;vrb;+;1;0;0;4;
abuso;nom;-;0;2;0;4;
pêro;nom;-;0;1;0;5;
lentor;nom;+;2;0;0;4;
servidor;nom,adj;+;1;0;0;3;
descasar-se;vrb;+;1;0;0;4;
reprimido;adj;A;1;1;0;5;
desatinado;adj;-;0;3;0;4;
tico;nom;+;1;0;0;5;
patamar;nom;+;1;0;0;5;
maquinismo;nom;+;2;0;0;2;
mecanismo;nom;+;1;0;0;2;
esboçar-se;vrb;+;1;0;0;3;
trespor;vrb;+;1;0;0;4;
coita;nom;-;0;3;0;3;
staff;nom;+;1;0;0;4;
plissagem;nom;+;2;0;0;5;
adjacente;adj;+;4;0;0;5;
circunvizinho;adj;+;2;0;0;6;
doloso;adj;A;1;1;0;5;
praça;nom;+;1;0;0;4;
comarcão;adj;A;1;1;0;5;
eclipsar;vrb;+;4;3;0;3;
oportunista;nom,adj;A;1;1;0;5;
bolear;vrb;+;3;0;0;3;
beltrano;nom;+;1;0;0;4;
despenhar;vrb;A;0;1;1;2;
saquear;vrb;+;3;1;0;3;
galhofar;vrb;+;1;0;0;3;
incenso;nom;+;2;0;0;4;
capelo;nom;A;1;0;1;5;
má-fé;nom;-;0;1;0;3;
arretado;adj;+;2;0;0;3;
destolher;vrb;+;1;0;0;5;
desentolher;vrb;+;2;0;0;5;
sondar;vrb;+;2;0;0;2;
fautor;nom;+;2;0;0;5;
gelado;adj,nom;+;1;0;0;4;
frappé;adj;+;1;0;0;5;
lassar;vrb;-;0;1;0;3;
porrada;nom;-;0;2;0;4;
praia;nom;+;1;0;0;4;
chavasco;adj,nom;-;0;2;0;4;
pilheriar;vrb;+;1;0;0;3;
quadrilheiro;nom;-;0;1;0;5;
atiçamento;nom;+;3;0;0;4;
desalentar;vrb;-;0;2;0;3;
solavanco;nom;-;0;3;0;4;
causticidade;nom;+;2;0;0;3;
polhastro;nom,adj;-;0;2;0;3;
dadivoso;adj;+;1;0;0;3;
sofismar;vrb;+;3;0;0;5;
apeguilho;nom;+;2;0;0;4;
alóbrogo;adj;-;0;1;0;3;
copular;vrb;A;1;0;1;4;
pertença;nom;+;4;0;0;4;
ensimesmar-se;vrb;+;2;0;0;4;
meridional;adj;+;1;0;0;5;
austral;adj;+;1;0;0;6;
indómito;adj;+;4;1;0;4;
caridade;nom;A;1;1;0;3;
desabrigar-se;vrb;+;1;0;0;4;
desagasalhar;vrb;+;1;0;0;3;
ugar;vrb;A;1;1;0;4;
embatocar;vrb;-;0;1;0;3;
espartano;nom,adj;-;0;1;0;3;
lacedemónio;nom;-;0;1;0;4;
laurel;nom;+;4;0;0;4;
zonzear;vrb;-;0;1;0;4;
hipocritamente;adv;0;0;0;1;8;
ensofregar;vrb;+;1;0;0;3;
decrépito;adj;-;0;2;0;3;
tranquilizador;adj,nom;+;1;0;0;6;
sossegador;adj;+;1;0;0;5;
temperatura;nom;+;1;0;0;5;
decidir-se;vrb;0;0;0;4;3;
sequela;nom;A;0;1;1;4;
restabelecido;adj;+;2;0;0;4;
argúcia;nom;+;2;0;0;1;
descortino;nom;+;2;0;0;2;
placard;nom;+;1;0;0;5;
floreios;nom;+;1;0;0;5;
vaiador;nom;-;0;1;0;4;
traquejo;nom;+;1;0;0;2;
levitação;nom;+;1;0;0;4;
bálsamo;nom;+;6;0;0;4;
locanda;nom;A;0;1;1;5;
nocional;adj;+;1;0;0;4;
entreaberto;adj;-;0;1;0;7;
semiaberto;adj;-;0;1;0;6;
aglutinação;nom;+;2;0;0;5;
refastelar-se;vrb;0;0;0;1;5;
exautorar;vrb;-;0;4;0;3;
desautorar;vrb;-;0;1;0;2;
sítio;nom;+;3;1;0;4;
cisqueiro;nom;A;1;1;0;5;
banga;nom;A;1;1;0;3;
candelabro;nom;+;1;0;0;4;
examinador;nom;-;0;1;0;8;
encantar-se;vrb;+;2;0;0;4;
desafenado;adj;A;1;1;0;4;
uropígio;nom;-;0;1;0;4;
desatado;adj;-;0;1;0;4;
pancrácio;nom;-;0;4;0;4;
perífrase;nom;-;0;1;0;4;
circunlóquio;nom;-;0;2;0;4;
rebatimento;nom;+;1;0;0;5;
borrisco;nom;-;0;1;0;5;
boquejar;vrb;+;2;0;0;3;
agência;nom;+;3;0;0;4;
carranca;nom;A;1;1;0;3;
lidação;nom;+;1;0;0;5;
avantajar;vrb;+;4;0;0;3;
rendimento;nom;+;9;0;0;4;
renascimento;nom;+;1;0;0;5;
rugido;nom;A;1;1;0;4;
cambulha;nom;-;0;2;0;3;
então;adv;+;1;0;0;7;
aí;adv;+;1;0;0;8;
atrambolhar;vrb;-;0;1;0;3;
calabre;nom;+;2;0;0;4;
imaculado;adj;+;5;0;0;3;
marroxo;nom;-;0;1;0;3;
cacetear;vrb;+;2;0;0;4;
extorquido;adj;-;0;1;0;4;
ignoto;adj;-;0;4;0;4;
franchinote;nom;+;1;0;0;6;
difusamente;adv;+;1;0;0;11;
êxito;nom;+;2;0;0;3;
álacre;adj;+;3;0;0;4;
atendido;adj;+;1;0;0;5;
aviado;adj,nom;+;3;1;0;4;
apolezar;vrb;+;1;0;0;4;
escapar-se;vrb;+;1;0;0;4;
inadaptado;adj;+;1;0;0;4;
desentalar;vrb;+;3;0;0;5;
desencravelhar;vrb;+;1;0;0;4;
gravura;nom;+;1;0;0;4;
magnanimidade;nom;+;3;0;0;3;
amotinar-se;vrb;+;1;0;0;3;
contável;adj;+;1;0;0;3;
transferência;nom;-;1;2;0;4;
cachear;vrb;+;1;0;0;3;
trinca-pintos;nom;-;0;1;0;5;
carma;nom;+;2;0;0;3;
degelo;nom;+;1;0;0;5;
sáfaro;adj;-;1;4;0;4;
largueador;nom;-;0;1;0;4;
ronçaria;nom;+;2;0;0;5;
acidentalidade;nom;+;2;1;0;4;
afugentar;vrb;A;2;0;2;4;
lamentoso;adj;-;0;4;0;4;
lamuriante;adj,nom;-;0;1;0;5;
rotundo;adj;+;2;0;0;3;
recatar;vrb;+;5;0;0;4;
descaro;nom;-;1;2;0;4;
desavergonhamento;nom;+;2;1;0;4;
gravadura;nom;+;1;0;0;5;
xitaca;nom;+;1;0;0;4;
inegável;adj;+;2;0;0;4;
blaterar;vrb;+;2;0;0;5;
bate-orelha;nom;-;0;1;0;4;
hipocôndrio;nom;-;0;1;0;5;
titanesco;adj;+;1;0;0;4;
livrilho;nom;+;1;0;0;9;
obsoleto;adj;+;3;1;0;4;
vaso;nom;+;2;0;0;5;
imperecedoiro;adj;+;2;0;0;5;
croça;nom;+;1;0;0;5;
bem-falante;adj;+;1;0;0;5;
designar;vrb;0;2;0;4;3;
locandeiro;nom;+;1;0;0;5;
trambolhão;nom;+;1;0;0;2;
burloso;adj;-;0;2;0;5;
inumerável;adj;0;0;0;4;3;
latir;vrb;+;2;0;0;4;
ladrar;vrb;+;1;0;0;5;
afogar;vrb;-;2;4;1;3;
exacerbação;nom;-;0;2;1;4;
laconizar;vrb;0;0;0;1;3;
alvorada;nom;-;0;1;0;3;
cardeal;adj;+;2;0;0;4;
alpendre;nom;+;1;0;0;4;
pangaio;nom;A;1;1;0;5;
brincador;nom;-;0;1;0;4;
ideal;adj,nom;+;1;0;0;2;
empedernido;adj;-;0;2;0;4;
pando;adj;+;2;0;0;3;
tataranhar;vrb;-;0;1;0;3;
redundante;adj;0;0;0;2;2;
efípio;nom;-;0;1;0;5;
sapoila;adj;-;0;1;0;4;
gralhador;nom;-;0;1;0;5;
inviolado;adj;+;2;0;0;3;
cais;nom;+;2;0;0;6;
gare;nom;+;1;0;0;6;
apoiar-se;vrb;+;4;0;2;3;
talar;vrb;-;0;3;0;3;
pulsativo;adj;+;1;0;0;5;
pulsatório;adj;+;1;0;0;6;
crespina;nom;-;0;1;0;2;
barrete;nom;-;0;2;0;1;
embravecimento;nom;-;0;2;0;4;
fiado;adj;+;1;0;0;4;
proxeneta;nom;-;0;1;0;3;
corretor;nom;-;0;1;0;4;
esfarrapar;vrb;+;2;1;0;4;
esfrangalhar;vrb;A;1;1;0;4;
soada;nom;-;0;2;0;1;
nublar;vrb;-;0;3;0;3;
nuvioso;adj;-;0;1;0;4;
rubidez;nom;+;1;0;0;5;
candonga;nom;-;0;1;0;2;
ingluvioso;adj;-;0;1;0;5;
mantear;vrb;+;1;0;0;4;
desconstranger;vrb;-;0;1;0;5;
dissidiar;vrb;+;1;0;0;3;
andejar;vrb;+;2;0;0;4;
flácido;adj;+;3;2;0;3;
desentorpecer;vrb;+;2;0;0;4;
desembotar;vrb;+;2;0;1;4;
sofisticação;nom;A;1;1;0;2;
desatencioso;adj;-;0;3;0;4;
remitir;vrb;-;1;2;0;3;
molhelha;nom;-;0;1;0;5;
belfa;nom;-;0;1;0;4;
Parca;nom;+;1;0;0;4;
simultâneo;adj;+;1;0;0;5;
alertar;vrb;A;1;0;1;3;
zinho;nom;0;0;0;1;3;
enegrecer;vrb;-;1;5;0;3;
favorecimento;nom;+;1;0;0;5;
fomentação;nom;+;1;0;0;4;
rapsodo;nom;+;1;0;0;6;
correger;vrb;0;0;0;2;2;
circunstanciadamente;adv;+;1;0;0;9;
pormenorizadamente;adv;+;1;0;0;8;
samaritano;adj;+;1;0;0;3;
oriental;adj,nom;+;1;0;0;5;
ortivo;adj;+;1;0;0;6;
caos;nom;-;0;3;0;3;
laçar;vrb;+;1;0;0;4;
apurar-se;vrb;+;1;0;0;2;
antimelódico;adj;-;0;1;0;5;
palmear;vrb;+;1;0;0;4;
modicar;vrb;-;0;2;0;3;
esbater-se;vrb;-;0;1;0;5;
precedente;adj;-;0;1;0;4;
pregresso;adj;-;0;1;0;5;
enternecer-se;vrb;A;0;1;1;3;
produzir-se;vrb;0;0;0;2;2;
rácico;adj;+;1;0;0;9;
aferidor;nom;0;0;0;1;3;
afilador;nom;0;0;0;1;4;
inductilidade;nom;-;0;1;0;4;
morfeico;nom;-;0;2;0;4;
plebe;nom;A;1;1;0;4;
vulgo;nom;+;1;0;0;5;
inconcusso;adj;+;4;1;0;3;
alcaguete;nom;A;1;1;0;6;
selvajaria;nom;-;0;2;0;3;
vandalismo;nom;+;2;1;0;4;
efeminação;nom;-;0;1;0;5;
damice;nom;-;0;1;0;4;
queixa;nom;-;0;3;0;3;
possança;nom;+;2;1;0;3;
desagoniar;vrb;A;1;1;0;5;
nava;nom;+;2;0;0;5;
estremecer;vrb;0;0;0;2;3;
tremelicar;vrb;0;0;0;1;4;
pejorativamente;adv;-;0;1;0;5;
automóvel;nom,adj;+;2;0;0;6;
popó;nom;+;2;0;0;7;
apoquentador;nom;-;0;1;0;3;
calcorrear;vrb;+;1;0;0;6;
fronde;nom;-;0;1;0;7;
juntar-se;vrb;+;2;0;0;3;
sarrajão;nom;+;1;0;0;2;
transfugir;vrb;+;1;0;0;5;
ancestral;nom,adj;+;3;0;0;5;
secretaria;nom;+;1;0;0;4;
secretariado;nom;+;1;0;0;5;
emanação;nom;0;0;1;2;3;
incomodar-se;vrb;A;1;1;0;3;
desencapar;vrb;+;1;0;0;4;
data;nom;+;2;1;0;4;
incrível;adj;+;5;0;0;4;
inimaginável;adj;+;1;0;0;5;
tromba;nom;+;3;0;0;4;
desalagar;vrb;+;2;0;1;4;
bolacha;nom;-;0;1;0;4;
tanger;vrb;0;0;0;1;3;
insistentemente;adv;+;1;0;0;6;
instantemente;adv;+;1;0;0;7;
casadoiro;adj;+;1;0;0;5;
estranhar;vrb;+;3;0;0;2;
magnificamente;adv;0;0;0;1;6;
esplendidamente;adv;0;0;0;1;7;
roto;adj,nom;-;1;4;0;4;
foraminoso;adj;-;0;2;0;5;
eriçado;adj;-;0;5;0;4;
chovar;vrb;0;0;0;1;4;
papai;nom;+;1;0;0;6;
postilhão;nom;+;1;0;0;5;
desconfiança;nom;+;3;0;0;4;
beiça;nom;+;1;0;0;6;
embrenhar-se;vrb;+;3;0;1;4;
chafurdar;vrb;+;3;0;0;5;
empachoso;adj;-;1;3;0;4;
preeminente;adj;+;3;0;0;2;
calaceiro;nom;-;0;3;0;4;
maçaneta;nom;-;0;1;0;4;
pompom;nom;-;0;1;0;5;
talhe;nom;+;3;0;0;3;
condicionado;adj;+;1;0;0;5;
descalço;adj;+;1;0;0;3;
acunhar;vrb;0;0;0;1;3;
fragal;adj,nom;-;0;1;0;3;
fluido;adj;+;1;0;0;2;
freira;nom;+;1;0;0;6;
religiosa;nom;+;1;0;0;7;
diluir-se;vrb;+;1;0;0;5;
xexé;adj;-;0;1;0;5;
portador;nom;+;1;0;0;4;
vector;nom;+;1;0;0;5;
trastada;nom;-;0;2;0;4;
fanchono;nom;-;0;1;0;5;
surgido;adj;+;1;0;0;4;
alfinetar;vrb;+;1;0;0;3;
nhanido;adj;-;0;1;0;3;
engenhar;vrb;+;2;0;0;2;
dessar;vrb;+;1;0;0;6;
coscuvilhar;vrb;A;0;1;1;4;
arrebate;nom;-;0;1;0;3;
indículo;nom;+;1;0;0;6;
viandar;vrb;+;2;0;0;4;
emboscada;nom;-;0;2;0;2;
sentar;vrb;0;0;0;3;4;
laxativo;nom,adj;+;1;0;0;9;
catártico;nom,adj;+;1;0;0;8;
matagal;nom;-;0;2;0;5;
convívio;nom;+;4;0;0;5;
compêndio;nom;+;5;0;0;5;
expectativa;nom;A;1;1;0;5;
esperança;nom;+;1;0;0;5;
ventanear;vrb;0;0;0;3;3;
agarra;nom;+;1;0;0;3;
grelhar;vrb;+;1;0;0;6;
probo;adj;+;5;0;0;3;
fiel;adj,nom;+;1;0;0;2;
morbíparo;adj;-;0;1;0;4;
feiticeira;nom;-;1;2;0;4;
maga;nom;-;0;1;0;5;
potestade;nom;+;2;1;0;3;
conspecção;nom;+;2;1;0;4;
cobrancista;nom;-;0;1;0;7;
bem-querer;nom,vrb;+;3;0;0;4;
desagradar;vrb;+;3;1;0;4;
lingote;nom;+;1;0;0;5;
cuzapada;nom;+;1;0;0;6;
culapada;nom;+;1;0;0;5;
timoneiro;nom;+;2;0;0;4;
eternizar;vrb;0;0;0;1;7;
perpetuar;vrb;0;0;0;1;6;
mafarrico;nom;A;1;1;0;3;
barbeirice;nom;+;2;0;0;5;
guri;nom;-;0;2;0;4;
desencostar;vrb;+;3;0;0;5;
desarrimar;vrb;+;1;0;0;4;
cintel;nom;+;1;0;0;4;
nanico;adj,nom;-;0;1;0;4;
aprender;vrb;+;2;0;1;3;
luxuriar;vrb;+;1;0;0;3;
entrincheiramento;nom;+;3;0;0;4;
alhada;nom;-;1;2;0;3;
fornicador;nom;-;0;1;0;4;
congratulação;nom;+;2;0;0;3;
aquecer;vrb;+;4;1;0;3;
medicamento;nom;+;3;0;0;4;
cacheiro;adj;-;0;1;0;3;
malhar;vrb;+;3;0;0;3;
descongelação;nom;+;1;0;0;6;
construção;nom;A;1;0;1;2;
declarar;vrb;+;8;0;2;3;
consignar;vrb;+;1;0;0;2;
amoroso;adj;+;2;0;0;3;
cedo;adv;+;1;0;0;6;
conspícuo;adj;+;4;0;0;3;
polichinelo;nom;A;1;1;0;5;
só;adj,adv;-;1;2;0;3;
edicto;nom;+;1;0;0;3;
quadruplicar;vrb;+;1;0;0;4;
reduplicar;vrb;+;1;0;0;3;
enfartar;vrb;+;2;0;0;3;
úsnea;nom;+;1;0;0;6;
iniciar-se;vrb;+;2;0;0;4;
noviciar;vrb;+;1;0;0;5;
amontoação;nom;+;1;0;0;5;
empilhamento;nom;+;1;0;0;6;
entranhar-se;vrb;0;0;0;1;4;
queixoso;nom,adj;A;1;1;0;5;
maridança;nom;+;1;0;0;4;
xaimel;nom;-;0;1;0;5;
fusquidão;nom;-;0;1;0;3;
fubeca;nom;-;0;2;0;4;
localização;nom;+;1;0;0;4;
enfanicar;vrb;0;0;0;1;4;
indiligente;adj;-;0;3;0;4;
abarrotar-se;vrb;+;2;0;0;4;
torvação;nom;-;0;1;0;3;
enraivecer;vrb;+;2;0;0;3;
liberar;vrb;+;1;0;0;5;
emborrascar;vrb;+;1;0;0;3;
coordenar;vrb;A;1;0;1;2;
espectral;adj;+;1;0;0;4;
exótico;adj;A;1;1;0;3;
desenfadadiço;adj;+;1;0;0;4;
bifurcar-se;vrb;0;0;0;1;5;
bipartir;vrb;0;0;0;1;6;
apaparicar;vrb;+;1;0;0;5;
rede;nom;-;0;1;0;1;
rabanada;nom;A;1;1;0;4;
olfacção;nom;A;1;1;0;4;
forçoso;adj;+;6;0;0;3;
pinóio;nom;-;0;3;0;4;
penalidade;nom;-;0;1;0;3;
ribombo;nom;-;0;1;0;2;
filosofia;nom;+;2;0;0;3;
espalhafato;nom;-;0;5;0;3;
imaculável;adj;+;1;0;0;3;
impoluível;adj;+;1;0;0;4;
catalisador;nom;+;1;0;0;4;
eriçar;vrb;+;4;0;1;3;
macete;nom;+;1;0;0;2;
diferenciado;adj;+;1;0;0;3;
anarquizar;vrb;0;0;0;1;4;
extraviado;adj;-;0;3;0;4;
narina;nom;+;2;0;0;4;
merecedor;adj;+;2;0;0;3;
apostura;nom;+;2;0;0;3;
alampar;vrb;+;1;0;0;4;
cátedra;nom;+;1;0;0;5;
algoz;nom;-;0;2;0;4;
tendencial;adj;-;0;2;0;5;
aformalar;vrb;+;1;0;0;5;
sensaborão;adj;-;0;3;0;4;
trilado;adj;+;1;0;0;4;
acorrentar-se;vrb;+;1;0;0;4;
habena;nom;-;0;1;0;6;
magistralidade;nom;-;0;1;0;3;
exploração;nom;0;0;0;1;3;
indigitar;vrb;A;1;0;1;3;
exânime;adj;-;0;3;0;4;
semiânime;adj;-;0;1;0;5;
enfastioso;adj;-;0;1;0;4;
livração;nom;+;1;0;0;6;
reacção;nom;+;1;0;0;3;
afeiçoar-se;vrb;+;2;0;1;3;
conterrâneo;adj,nom;+;1;0;0;3;
patrício;adj,nom;+;3;0;0;2;
substituir;vrb;0;1;0;2;3;
verticalidade;nom;+;4;0;0;4;
prumada;nom;+;1;0;0;5;
obreira;nom;+;1;0;0;4;
descontrair-se;vrb;-;0;1;0;4;
minimizar;vrb;-;0;3;0;3;
informar-se;vrb;A;1;0;1;4;
desconsertar;vrb;A;1;1;0;4;
ensalmo;nom;+;1;0;0;5;
funçanata;nom;+;2;0;0;3;
agitadamente;adv;-;0;1;0;6;
febrilmente;adv;-;0;1;0;5;
inconfidente;adj;-;0;2;0;4;
mirabolante;adj;+;3;1;0;4;
siflar;vrb;+;2;0;0;6;
malregido;adj;-;0;1;0;5;
indecisamente;adv;+;1;0;0;11;
dubiamente;adv;+;2;0;0;11;
design;nom;+;2;0;1;3;
increpação;nom;+;2;0;0;4;
trompaço;nom;-;0;2;0;3;
enfastiado;adj;A;1;1;0;3;
trolha;nom;-;0;1;0;4;
benevolente;adj;+;1;0;0;2;
obsequioso;adj;+;3;0;0;3;
incógnito;adj;-;1;3;0;4;
aforrado;adj;+;4;0;0;4;
negrão;nom;-;0;1;0;7;
alentar;vrb;+;5;0;2;4;
afonsino;adj;+;1;0;0;4;
camueca;nom;-;0;1;0;4;
escanado;adj;+;1;0;0;4;
associar-se;vrb;0;0;0;2;3;
teatral;adj;-;0;2;1;3;
fascinante;adj;+;5;0;0;4;
grinfa;nom;+;2;0;0;5;
assetear;vrb;+;2;0;0;4;
setear;vrb;+;1;0;0;5;
cagaçal;nom;-;0;3;0;3;
assim;adj,adv;+;1;0;0;4;
noviço;nom,adj;+;3;0;0;3;
flainar;vrb;+;1;0;0;5;
estralejar;vrb;+;1;0;0;5;
interpolado;adj;-;0;2;0;5;
peçonha;nom;A;1;1;0;2;
enfastiar;vrb;+;4;0;0;4;
bazanada;nom;-;0;2;0;4;
pandarecos;nom;-;0;1;0;6;
belicoso;adj;A;1;1;0;4;
guampaço;nom;-;0;1;0;5;
juro;nom;+;3;0;0;4;
locatário;nom;+;2;0;0;5;
envergar;vrb;-;0;1;0;2;
zamborrada;nom;+;1;0;0;8;
hesitantemente;adv;+;1;0;0;5;
escoar;vrb;+;3;0;1;3;
cabouqueiro;nom;+;1;0;0;6;
musculosidade;nom;+;1;0;0;7;
musculatura;nom;+;1;0;0;6;
estrídulo;adj;A;1;1;0;5;
antepassado;nom,adj;+;2;0;0;5;
avô;nom;+;2;0;1;5;
saciedade;nom;-;0;2;0;3;
desalentador;adj,nom;-;0;1;0;4;
medicastro;nom;+;1;0;0;6;
terraplenar;vrb;-;0;1;0;3;
esfregação;nom;-;0;1;0;5;
manipulado;adj;-;0;2;0;4;
umbroso;adj;-;1;3;0;4;
revivificar;vrb;+;2;0;0;4;
emplumar-se;vrb;-;0;1;0;4;
pequenitates;nom;-;0;2;0;5;
esperançado;adj;-;0;1;0;5;
confiado;adj;-;0;1;0;4;
platónico;adj;+;2;0;0;3;
esfaquear;vrb;+;1;0;0;5;
acuchilar;vrb;+;1;0;0;6;
entrança;nom;+;3;0;0;4;
informalidade;nom;+;1;0;0;5;
errático;adj;-;0;2;0;5;
bebedura;nom;+;1;0;0;4;
bacoco;nom;+;1;0;0;3;
si;adv;+;1;0;0;5;
pulha;nom,adj;-;0;4;0;3;
desasar;vrb;-;0;1;0;3;
naipe;nom;+;2;0;0;3;
rizoma;nom;-;0;1;0;5;
hipogeu;nom;-;0;1;0;6;
botão;nom;A;1;1;0;5;
emaranhar-se;vrb;-;0;1;0;3;
tostar;vrb;+;4;0;0;4;
mirrar-se;vrb;+;2;0;1;5;
ressicar;vrb;+;2;0;0;5;
autêntica;nom;+;1;0;0;4;
julgar-se;vrb;+;7;0;1;3;
patim;nom;+;1;0;0;5;
chapim;nom;+;1;0;0;5;
mester;nom;+;2;0;0;4;
registação;nom;+;1;0;0;5;
virada;nom;+;1;0;0;4;
amável;adj;+;3;0;0;2;
salpicado;adj;+;1;0;0;4;
invasão;nom;0;0;0;1;2;
atiçar;vrb;A;2;0;2;3;
rever-se;vrb;+;2;0;0;3;
remirar;vrb;+;1;0;0;3;
restagnação;nom;-;0;1;0;5;
tarouco;adj;-;0;1;0;4;
rutilância;nom;+;1;0;0;4;
larapiar;vrb;+;2;0;0;4;
alanco;nom;+;1;0;0;3;
conformado;adj;+;1;0;0;5;
cris;adj;-;0;1;0;4;
contemporização;nom;+;1;0;0;5;
cachimbar;vrb;+;4;0;0;3;
descoragem;nom;-;0;2;0;4;
atarracado;adj;A;1;1;1;3;
câmbio;nom;-;0;3;0;4;
cibalho;nom;A;1;1;0;5;
cigalho;nom;-;0;1;0;5;
imunizar;vrb;+;2;0;1;5;
bambochata;nom;+;3;2;0;4;
descartar-se;vrb;+;1;0;0;5;
baldar;vrb;+;4;0;1;4;
sobrante;adj;-;0;1;0;4;
meio-tempo;nom;A;1;0;1;5;
dobra;nom;+;5;0;0;4;
escroque;nom;-;0;2;0;5;
gângster;nom;-;0;1;0;4;
incentivo;nom,adj;+;3;0;1;3;
estimulação;nom;+;1;0;0;4;
recensear;vrb;+;1;0;0;4;
estrofe;nom;+;1;0;0;6;
grossaria;nom;-;0;1;0;4;
podricalho;adj;-;0;1;0;3;
latíbulo;nom;+;1;0;0;4;
enresinar;vrb;+;1;0;0;4;
desabonado;adj;-;0;1;0;6;
abordagem;nom;+;2;0;0;4;
malhado;adj;-;0;1;0;4;
capirote;adj;-;0;1;0;5;
enverdecer;vrb;+;1;0;0;4;
trova;nom;-;0;1;0;4;
costumes;nom;+;1;0;0;2;
amalgamar;vrb;0;0;1;2;3;
reedificar;vrb;+;3;0;0;4;
garrafal;adj;+;1;0;0;3;
cordoar;vrb;+;1;0;0;5;
rajão;nom;+;1;0;0;7;
nicada;nom;+;1;0;0;4;
tisne;nom;+;1;0;0;4;
bento;adj;+;1;0;0;5;
tapulhar;vrb;-;0;1;0;9;
tafulhar;vrb;-;0;1;0;8;
sedativo;nom,adj;-;0;2;0;8;
dormitar;vrb;+;1;0;0;5;
carbonizado;adj;-;0;1;0;5;
morada;nom;+;4;0;0;4;
mansão;nom;+;2;0;0;4;
surra;nom;-;0;4;0;4;
tormenta;nom;-;0;4;0;3;
paparoca;nom;0;0;0;1;3;
telefone;nom;+;1;0;0;5;
eunuco;adj,nom;-;0;2;0;4;
goelas;nom;-;0;1;0;4;
inglúvias;nom;-;0;2;0;4;
achanar;vrb;-;0;3;0;4;
achaboucado;adj;-;0;2;0;3;
malandrice;nom;A;1;1;0;4;
desencontrar;vrb;+;1;0;0;5;
trincha;nom;+;1;0;0;5;
empoleirar;vrb;+;1;0;0;2;
electricidade;nom;-;0;1;0;4;
fluxível;adj;-;0;3;0;4;
utilitário;adj,nom;+;1;0;0;3;
baloiçado;adj;-;0;1;0;4;
parabentear;vrb;+;1;0;0;4;
expectoração;nom;-;0;1;0;5;
esmaltar;vrb;A;1;0;1;3;
grunha;nom;+;1;0;0;4;
